INPUT_IMG,NORM_CLAS_ORIG_IMG,NCOI_CONF,NCOI_RSLT,NCOI_TIME,NORM_CLAS_ADV_IMG,NCAI_CONF,NCAI_L_0,NCAI_L_1,NCAI_L_2,NCAI_L_INF,NCAI_RSLT,NCAI_TIME,BET_CLAS_NO_RAND_OG_IMG,BCNROI_CONF,BCNROI_RSLT,BCNROI_TIME,BET_CLAS_NO_RAND_ADV_IMG,BCNRAI_CONF,BCNRAI_L_0,BCNRAI_L_1,BCNRAI_L_2,BCNRAI_L_INF,BCNRAI_RSLT,BCNRAI_TIME,BET_CLAS_OG_IMG,BCOI_CONF,BCOI_RSLT,BCOI_TIME,BET_CLAS_ADV_IMG,BCAI_CONF,BCAI_L_0,BCAI_L_1,BCAI_L_2,BCAI_L_INF,BCAI_RSLT,BCAI_TIME
0,0,0.71,1,0.14044642448425293,94,1.00,88,3,3,2,-1,0.017648935317993164,103,0.55,0,0.16703510284423828,94,0.58,88,3,3,2,-1,0.1264641284942627,103,0.47,0,0.10349912643432617,103,0.54,88,3,3,2,0,0.1137608528137207
0,0,0.90,1,0.010308980941772461,94,1.00,89,3,3,2,-1,0.015580177307128906,0,0.86,1,0.16553401947021484,94,0.49,90,3,3,2,-1,0.09600329399108887,0,0.84,1,0.10373764038085938,389,0.41,89,3,3,2,0,0.10051212310791016
0,758,0.56,0,0.010095357894897461,94,1.00,89,6,5,2,-1,0.015410423278808594,0,0.64,1,0.15603327751159668,0,0.38,89,6,5,2,1,0.1253197193145752,0,0.61,1,0.09905962944030762,0,0.27,89,6,5,2,1,0.10852904319763183
0,0,0.99,1,0.010250568389892578,94,1.00,88,3,3,2,-1,0.015267133712768555,0,0.98,1,0.16608738899230957,94,0.77,88,3,3,2,-1,0.09899783134460449,0,0.98,1,0.09972352981567383,389,0.45,88,3,3,2,0,0.10755996704101563
0,0,1.00,1,0.01569056510925293,94,1.00,87,3,3,2,-1,0.016124248504638672,0,1.00,1,0.15723085403442383,94,0.94,87,3,3,2,-1,0.1360175609588623,0,1.00,1,0.10392184257507324,94,0.64,87,3,3,2,-1,0.09687471389770508
0,391,0.70,0,0.00964975357055664,94,1.00,88,3,3,2,-1,0.014734745025634766,391,0.62,0,0.14368844032287598,0,0.41,87,3,3,2,1,0.12674260139465332,391,0.66,0,0.11662859916687011,94,0.88,88,3,3,2,-1,0.10889315605163574
0,0,1.00,1,0.011084794998168945,94,1.00,88,3,3,2,-1,0.015741586685180664,0,1.00,1,0.14396238327026367,0,0.74,88,3,3,2,1,0.11011457443237305,0,1.00,1,0.10085606575012207,0,0.91,88,3,3,2,1,0.10696592330932617
0,0,0.99,1,0.009844303131103516,94,1.00,87,2,3,2,-1,0.015511274337768555,0,0.99,1,0.1664106845855713,94,1.00,87,2,3,2,-1,0.09916996955871582,0,0.99,1,0.10538744926452637,94,1.00,87,2,3,2,-1,0.10441389083862304
0,0,0.60,1,0.010615825653076172,94,1.00,87,4,4,2,-1,0.015343904495239258,0,0.85,1,0.14164018630981445,94,1.00,87,4,4,2,-1,0.12206125259399414,0,0.88,1,0.10841383934020996,94,0.96,87,4,4,2,-1,0.10190281867980958
0,0,0.99,1,0.010304689407348633,94,1.00,88,5,5,2,-1,0.015405893325805664,0,0.90,1,0.16654086112976074,94,0.88,88,5,5,2,-1,0.10267329216003418,0,0.96,1,0.10269727706909179,94,0.63,88,5,5,2,-1,0.1099503517150879
1,1,1.00,1,0.010017871856689453,94,1.00,88,3,3,2,-1,0.015801668167114258,1,1.00,1,0.17440390586853027,94,0.83,88,3,3,2,-1,0.11175370216369629,1,1.00,1,0.10019116401672364,94,0.68,88,3,3,2,-1,0.10705971717834473
1,1,1.00,1,0.013190031051635742,94,1.00,87,4,4,2,-1,0.017667293548583984,1,0.98,1,0.14733195304870605,94,0.91,87,4,4,2,-1,0.1295475959777832,1,0.98,1,0.10482640266418457,94,0.99,87,4,4,2,-1,0.10116839408874512
1,1,1.00,1,0.00901341438293457,94,1.00,88,4,4,2,-1,0.01553034782409668,1,1.00,1,0.14910316467285156,94,0.94,87,4,4,2,-1,0.11436581611633301,1,1.00,1,0.10764112472534179,94,0.95,88,4,4,2,-1,0.10429110527038574
1,1,1.00,1,0.02087855339050293,94,1.00,88,3,3,2,-1,0.015871524810791016,1,1.00,1,0.1573188304901123,1,0.86,88,3,3,2,1,0.11321759223937988,1,1.00,1,0.09956116676330566,1,0.96,88,3,3,2,1,0.10219388008117676
1,1,1.00,1,0.009630203247070312,94,1.00,89,3,4,2,-1,0.01642155647277832,1,1.00,1,0.15788936614990234,1,0.87,89,3,4,2,1,0.11426019668579102,1,1.00,1,0.10082836151123047,1,0.88,89,3,4,2,1,0.10620079040527344
1,1,1.00,1,0.009513616561889648,94,1.00,88,3,3,2,-1,0.016818523406982422,1,1.00,1,0.15117883682250977,1,0.60,88,3,3,2,1,0.10659337043762207,1,1.00,1,0.10223321914672852,1,0.71,87,3,3,2,1,0.10589051246643066
1,614,0.15,0,0.010616779327392578,94,1.00,87,4,4,2,-1,0.01565241813659668,614,0.15,0,0.15257716178894043,94,0.68,87,4,4,2,-1,0.12314891815185547,494,0.11,0,0.10583767890930176,94,0.55,87,4,4,2,-1,0.10780463218688965
1,1,1.00,1,0.02104330062866211,94,1.00,87,2,3,2,-1,0.01932215690612793,1,1.00,1,0.15941762924194336,94,0.98,87,2,3,2,-1,0.1073298454284668,1,1.00,1,0.1030646800994873,94,1.00,87,2,3,2,-1,0.09949164390563965
1,1,1.00,1,0.008463144302368164,94,1.00,87,3,3,2,-1,0.014174222946166992,1,1.00,1,0.14962530136108398,94,0.85,87,3,3,2,-1,0.12533187866210938,1,1.00,1,0.09724493026733398,94,0.90,87,3,3,2,-1,0.09952917098999023
1,1,1.00,1,0.01056981086730957,94,1.00,87,3,3,2,-1,0.015633106231689453,1,1.00,1,0.14635133743286133,1,0.66,87,3,3,2,1,0.11079263687133789,1,1.00,1,0.10118641853332519,94,0.91,87,3,3,2,-1,0.09769234657287598
2,2,0.97,1,0.029570579528808594,94,1.00,87,3,3,2,-1,0.01634955406188965,2,0.92,1,0.154632568359375,94,0.94,87,3,3,2,-1,0.13824462890625,2,0.92,1,0.10178518295288086,94,0.98,87,3,3,2,-1,0.10785474777221679
2,2,1.00,1,0.009757041931152344,94,1.00,88,3,3,2,-1,0.01610279083251953,2,0.99,1,0.15154147148132324,94,0.96,88,3,3,2,-1,0.1333622932434082,2,0.99,1,0.10897679328918457,94,0.70,88,3,3,2,-1,0.10423879623413086
2,2,1.00,1,0.010921478271484375,94,1.00,89,3,3,2,-1,0.017033815383911133,2,0.97,1,0.15368294715881348,2,0.84,89,3,3,2,1,0.1180412769317627,2,0.96,1,0.10633149147033691,2,0.77,89,3,3,2,1,0.10487937927246094
2,2,1.00,1,0.010320663452148438,94,1.00,88,2,2,2,-1,0.01596999168395996,2,0.99,1,0.1690378189086914,2,0.87,88,2,2,2,1,0.09723496437072754,2,0.99,1,0.10461020469665527,2,0.97,88,2,2,2,1,0.10690655708312988
